,Age,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
185,33,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,13,3,4,1,8,5,3,8,7,1,6
186,40,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,6499,1,14,3,2,1,21,2,3,20,8,9,9
187,55,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,11,3,4,0,36,3,3,24,15,2,15
188,34,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,17,3,3,0,10,2,2,10,9,1,9
189,51,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,18,3,3,0,21,6,3,7,7,1,0
190,52,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,0,14,3,1,1,34,5,3,33,18,11,9
191,27,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,16,3,4,0,7,2,2,7,7,0,3
192,35,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,13,3,1,0,8,1,3,1,0,0,1
193,43,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,14,3,4,3,7,3,4,5,4,2,2
194,45,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,23,4,4,1,22,1,3,20,8,11,8
195,37,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,12,3,1,1,8,3,2,8,7,1,7
196,35,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,11,3,4,0,10,5,3,6,2,1,2
197,42,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,16,3,2,1,11,5,3,5,3,0,2
198,38,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,14,3,2,0,14,3,3,1,0,0,0
199,38,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,18,3,1,1,9,3,1,7,7,1,7
200,27,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,19,3,3,1,6,1,3,2,2,2,0
201,49,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,15,3,1,2,7,0,3,7,7,1,7
202,34,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,17,3,4,1,5,4,4,5,3,2,0
203,40,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,15,3,3,1,15,2,4,7,2,3,7
204,38,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,19,3,2,0,17,2,3,1,0,0,0
205,29,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,22,4,4,3,10,3,2,10,4,1,9
206,22,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,16,3,1,1,4,2,2,4,2,2,2
207,36,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,13,3,1,0,8,2,3,8,1,1,7
208,40,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,14,3,4,1,5,5,1,3,2,0,2
209,46,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,16,3,3,1,17,3,3,4,2,0,3
210,32,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,11,3,3,0,14,2,2,14,8,9,8
211,30,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,22,4,3,0,12,2,3,11,8,5,8
212,27,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,14,3,4,0,7,2,3,7,7,0,7
213,51,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,16,3,4,2,16,5,1,10,9,4,7
214,30,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,11,3,3,0,8,5,3,5,2,0,4
215,41,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591,14674,3,18,3,3,0,16,3,3,1,0,0,0
216,30,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,15,3,3,0,9,5,2,6,3,0,1
217,29,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,14,3,4,0,7,1,2,6,2,1,5
218,45,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,12,3,4,0,23,2,3,19,7,12,8
219,54,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,14,3,4,1,16,4,3,6,2,0,5
220,36,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,16,3,4,0,16,3,4,13,11,3,7
221,33,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,21,4,4,0,7,3,3,3,2,1,1
222,37,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,14,3,3,3,10,1,3,10,8,0,7
223,38,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,12,3,3,2,17,6,2,16,10,5,13
224,31,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,12,3,4,1,6,2,3,5,4,1,4
225,59,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,17,3,1,1,7,6,3,1,0,0,0
226,37,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,17,3,3,1,13,2,3,9,8,5,8
227,29,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,14,3,4,1,11,5,3,11,10,4,1
228,35,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,14,3,1,0,10,3,4,10,7,0,8
229,29,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,13,3,3,0,4,3,2,4,3,0,1
230,52,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,15,3,2,0,6,3,2,2,2,2,2
231,42,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232,4933,1,11,3,4,0,22,3,3,22,17,11,15
232,59,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,17,3,4,0,7,2,2,2,2,2,2
233,50,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,11,3,3,1,32,3,2,7,0,0,6
234,33,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,13,3,3,1,8,2,1,5,4,0,4
235,43,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,22,4,3,1,22,3,3,17,13,1,9
236,33,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,20,4,1,0,13,3,4,9,7,1,7
237,52,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,21030,1,18,3,4,0,33,2,4,33,7,15,12
238,32,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,11,3,1,1,6,5,3,4,3,1,2
239,32,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,14,3,4,0,4,2,1,3,2,1,2
240,39,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,14,3,3,3,7,1,3,3,2,1,2
241,32,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,18,3,1,0,4,2,3,3,2,2,2
242,41,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,16,3,1,2,17,2,2,1,0,0,0
243,40,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,17,3,1,2,9,3,3,9,8,4,7
244,45,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15970,0,11,3,3,1,25,2,3,24,0,1,7
245,31,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,12,3,1,1,9,3,3,2,2,2,2
246,33,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,13,3,3,1,2,2,2,2,2,0,2
247,34,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,13,3,2,1,13,3,3,11,9,5,9
248,37,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,14,3,1,1,17,2,2,3,1,0,2
249,45,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,17,3,4,1,9,1,3,3,2,0,2
250,37,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,11,3,2,2,17,5,3,1,0,0,0
251,39,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,25,4,4,0,20,1,3,19,6,11,8
252,29,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,19,3,1,0,6,1,3,6,5,1,5
253,42,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,13,3,3,0,10,1,3,3,2,0,2
254,29,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,14,3,4,1,10,2,3,3,2,0,2
255,25,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,12,3,4,2,5,3,3,4,2,1,2
256,42,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,11,3,3,1,10,4,3,9,6,7,8
257,40,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,19,3,4,1,22,5,3,21,7,3,9
258,51,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,11,3,2,0,1,0,2,1,0,0,0
259,31,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,11,3,2,0,6,2,4,5,4,1,4
260,32,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,20,4,3,0,5,3,1,5,1,0,3
261,38,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,18,3,4,1,13,0,3,8,7,7,5
262,32,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,13,3,4,0,9,5,3,6,2,0,4
263,46,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,12,3,2,1,28,2,2,7,7,7,7
264,28,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,11,3,3,0,5,5,1,0,0,0,0
265,29,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,19,3,2,2,10,2,3,0,0,0,0
266,31,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,21,4,2,1,10,2,3,9,0,7,8
267,25,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,12,3,4,2,6,2,3,6,3,1,5
268,45,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,14,3,2,0,21,2,3,20,7,4,10
269,36,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,11,3,3,1,16,4,3,15,13,10,11
270,55,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,14,3,3,0,37,2,3,36,10,4,13
271,47,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,12,3,4,1,10,2,2,10,7,9,9
272,28,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,23,4,4,1,5,3,2,5,2,0,4
273,37,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,14,3,2,1,7,5,4,5,4,0,1
274,21,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,17,3,1,0,3,4,4,3,2,1,0
275,37,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,18,3,1,2,15,2,3,5,2,0,2
276,35,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,18,3,2,1,10,6,2,7,7,6,2
277,38,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,24,4,3,1,8,3,3,8,0,7,7
278,26,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,20,4,1,1,6,6,1,6,5,1,4
279,50,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,14,3,1,2,28,4,2,10,4,1,6
280,53,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,16,3,4,3,21,5,2,5,3,1,3
281,42,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,25,4,3,0,20,3,3,20,16,11,6
282,29,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,18,3,1,0,10,3,2,10,7,0,9
283,55,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,19,3,4,1,12,4,3,10,7,0,8
284,26,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,13,3,3,1,5,3,3,5,3,3,3
285,37,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,12,3,2,0,17,3,3,17,12,5,7
286,44,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,22,4,4,1,19,0,1,1,0,0,0
287,38,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,14,3,2,1,10,2,3,2,2,1,2
288,26,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,13,3,4,1,5,2,3,3,2,0,2
289,28,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,21,4,4,0,5,3,3,5,3,0,2
290,49,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,11,3,4,0,22,4,3,3,2,1,2
291,36,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,12,3,4,0,10,2,3,8,0,7,7
292,31,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,11,3,3,1,2,5,2,2,2,2,2
293,26,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,12,3,2,0,8,0,3,8,7,7,4
294,37,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,12,3,3,3,4,3,2,4,2,1,2
295,42,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,14,3,4,1,23,2,4,20,4,4,8
296,18,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,13,3,3,0,0,2,3,0,0,0,0
297,35,Sales,16,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,15,3,3,2,12,3,2,11,9,6,9
298,36,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,18,3,4,2,4,2,3,1,0,0,0
299,51,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,18,3,4,1,13,3,3,4,1,1,2
300,41,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,19,3,2,0,22,2,3,22,10,0,4
301,18,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,12,3,1,0,0,2,3,0,0,0,0
302,28,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,19,3,3,0,9,2,3,8,3,0,7
303,31,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,11,3,2,1,10,3,2,8,7,7,7
304,39,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,17,3,1,3,19,5,2,18,10,3,7
305,36,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,15,3,3,1,11,3,3,9,8,0,8
306,32,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,14,3,3,1,13,3,2,13,8,4,8
307,38,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,17,3,3,1,19,2,3,10,8,0,1
308,58,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,13,3,4,1,12,2,3,5,3,1,2
309,31,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,12,3,3,1,6,4,3,5,2,0,3
310,31,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,12,3,4,0,9,1,3,2,2,1,0
311,45,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,18,3,1,1,24,2,3,24,9,9,11
312,31,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,18,3,2,1,3,2,1,2,2,2,2
313,33,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,11,3,2,2,12,2,3,10,6,8,8
314,39,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,14,3,4,0,21,3,3,21,9,11,10
315,43,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,19,3,1,0,9,5,3,8,7,1,7
316,49,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,12,3,4,0,25,2,3,7,1,0,7
317,52,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,15,3,1,0,11,3,2,8,2,7,7
318,27,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,12,3,2,0,4,2,2,4,3,1,2
319,32,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,11,3,4,0,13,2,3,13,12,11,9
320,27,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,11,3,1,0,5,3,3,5,4,0,4
321,31,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,12,3,4,3,13,3,3,7,7,1,7
322,32,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,16,3,3,0,10,0,2,7,7,0,7
323,28,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,13,3,4,0,5,4,2,3,2,2,2
324,30,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,13,3,4,2,11,2,3,10,8,1,9
325,31,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,24,4,1,1,10,2,3,10,9,8,9
326,39,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,15,3,1,1,21,2,3,21,9,13,3
327,39,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,18,3,1,0,12,3,2,1,0,0,0
328,33,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,14,3,3,0,9,6,2,7,7,0,1
329,47,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,11,3,2,1,21,2,3,3,2,1,1
330,43,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,11,3,2,1,9,3,4,9,7,0,0
331,27,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,13,3,4,1,6,0,3,5,4,1,4
332,54,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,12,3,4,0,20,4,2,4,3,0,3
333,43,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,16,3,1,1,10,1,2,1,0,0,0
334,45,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,14,3,1,2,12,3,3,10,9,9,8
335,40,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,22,4,3,3,6,2,2,4,3,0,2
336,29,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,11,3,4,0,7,4,2,7,7,0,7
337,29,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,17,3,3,0,4,2,3,3,2,2,2
338,30,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,13,3,3,3,10,2,3,10,9,1,2
339,27,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,18,3,1,1,8,3,3,8,7,0,7
340,37,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,16,3,3,2,8,2,2,6,2,0,4
341,38,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,14,3,2,1,12,3,3,11,10,2,9
342,31,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,14,3,3,0,11,2,2,11,9,4,10
343,29,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,14,3,1,2,7,2,3,7,7,1,7
344,35,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,13,3,4,0,17,5,3,16,6,0,13
345,23,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,12,3,3,2,4,2,2,4,2,0,2
346,41,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,15,3,4,0,8,3,3,5,4,1,2
347,47,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,19,3,1,0,5,3,3,0,0,0,0
348,42,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,14,3,2,0,16,2,3,1,0,0,0
349,29,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,14,3,1,1,4,3,2,4,3,0,2
350,42,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,11,3,3,1,4,5,3,3,2,1,0
351,32,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,13,3,3,1,8,4,3,8,0,0,7
352,48,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,21,4,2,1,15,3,1,0,0,0,0
353,37,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,13,3,1,2,13,2,3,7,7,6,7
354,30,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,12,3,2,1,4,2,4,2,2,2,2
355,26,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,17,3,2,1,8,3,3,8,7,7,7
356,42,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,23,4,2,0,14,6,3,1,0,0,0
357,21,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,11,3,3,0,3,3,3,3,2,1,2
358,36,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,15,3,2,0,7,6,3,1,0,0,0
359,36,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,11,3,1,1,16,2,3,13,9,1,12
360,57,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,11,3,3,0,15,2,3,3,2,1,2
361,40,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,13,3,3,1,10,3,3,7,7,1,7
362,21,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,24,4,3,0,3,3,2,3,2,2,2
363,33,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,13,3,2,0,1,2,3,1,0,0,0
364,37,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,20,4,2,1,17,3,3,5,4,0,3
365,46,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,14,3,3,0,7,2,4,1,0,0,0
366,41,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,18,3,3,0,8,5,3,8,7,7,7
367,50,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,15,3,4,0,20,2,3,4,3,1,3
368,40,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,12,3,1,2,8,6,3,6,4,1,0
369,31,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,16,3,4,0,3,5,3,2,2,2,2
370,21,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,15,3,4,0,1,0,3,1,0,0,0
371,29,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,16,3,4,0,6,4,3,3,2,1,2
372,35,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,19,3,3,0,10,5,3,1,1,0,0
373,27,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,11,3,2,1,5,2,3,5,2,0,4
